source,target
sojojoel,jcnova28
antoniova63,HFCardonaG
eduardoiriart,ClaudiaLopez
migue_alns,AramBarra
Stepha_0529,ClaudiaLopez
SaraDurango_,ClaudiaLopez
ronalddavid55,ClaudiaLopez
CreamBBQ,NelsonGCH
ElIndeseable29,ClaudiaLopez
laum15,ClaudiaLopez
SaraRojas_S,ClaudiaLopez
AlejaF02165,ClaudiaLopez
cheyennefdz,ClaudiaLopez
Luis_Carrascal,ClaudiaLopez
MGuezz,ClaudiaLopez
ADRIANAGUDELO,Diyabla
claraaide,ClaudiaLopez
AnaCaicedo8,ClaudiaLopez
nenoriega5,DrWilfredoBello
carlismanotas,JavierEnBogota
oscargaviriac,ClaudiaLopez
duquerojo1927,ClaudiaLopez
popzaohrai,doris_gonzalez_
CARLOSCONDE0878,OctavioLopezSie
crisgrajales1,carosle
LiloPerez,ClaudiaLopez
luzmariazasu,Mr_atomo_
ANDREAYARG,ClaudiaLopez
pedroestrada612,Guerrilla4Feb
ilecortina_06,ClaudiaLopez
pabloyzy,piedadcordoba
NapoleonCr,ClaudiaLopez
rafaelserrot,geralpiks196
ernesto1972m6,gabriel22608097
ericksanchezl,ClaudiaLopez
Rguzmanv85,LucasCanasJ
JessiDonado,ClaudiaLopez
mahdilora,ClaudiaLopez
doraligia,Mr_atomo_
felipeespinel,ClaudiaLopez
luismimoreh,fjaviermejia
karitovalo,CeciliaLopezM
janitza30,ClaudiaLopez
latinlatas,ClaudiaLopez
condor_colombia,ClaudiaLopez
VANEDIAZD,ClaudiaLopez
andressgrajales,ClaudiaLopez
salsaycontr,DilianFrancisca
Cindygarcia123,ClaudiaLopez
sanela351,ClaudiaLopez
sergioaovalle,CadenaGaitan
kthe_1728,ClaudiaLopez
Cheerislife_Lau,Martinezcheer
patty_ma1,ClaudiaLopez
maritzalab,ClaudiaLopez
MajoPea1,MajoPea1
daniel00721,tatianacastil27
Jorolivella,ClaudiaLopez
CGonzalez9120,ClaudiaLopez
LAMISMABEA,elvenezolano6
danihriverac,ClaudiaLopez
DiezJofe12,ClaudiaLopez
Fsierra5Fsierra,ClaudiaLopez
ValeriaBurbano,ClaudiaLopez
hergustavo7,ClaudiaLopez
4d3d11b4c313482,ClaudiaLopez
cristianrojasru,ClaudiaLopez
jazmiortiz24,SkyFundacion
AnimoHermano,piedadcordoba
Danielamr_3,ClaudiaLopez
DaveFutebol,ClaudiaLopez
gislennez,AliiKaetitian
MarcoAn12718104,carosle
klaritarpop,Mr_atomo_
Daniiville,ClaudiaLopez
martinez8520,RedObservadores
IgorKarel,cmbustamante
paulahutt,iLosingMyGrip
paolosan,ClaudiaLopez
phpatino,LuchyRamirez01
gimena_wola,ClaudiaLopez
Alidobus,Mr_atomo_
conrado_uribe,CadenaGaitan
AndreOliveros26,ClaudiaLopez
janetbc4,piedadcordoba
Opositora7,RicardoGuanipa
manuholg02,VoxCarolinae
MarissaBandaS_,Ready123_go
Rguzmanv85,ColombiaDiversa
RincondeDiazSuS,msanchezescobar
luceritomoreno3,ghitis
El_Vazco,ClaudiaLopez
claraluclara,bettycriticona
smalldoll011,SenorCaicedo
DanielaS_207,ClaudiaLopez
maitesancat,UP_Colombia
ancamoli,tostaocqt
JOWIMI,JOWIMI
Luchis57Maria,ClaudiaLopez
mariajoseporto4,ClaudiaLopez
leninprisa,ClaudiaLopez
vicgarzon,vicgarzon
RodriguezT_2do,AlaynLuis
AndresMerchan8,ClaudiaLopez
socioecmv,freddier
YS1808,ClaudiaLopez
TicaJerez,ClaudiaLopez
YeisonRueda3,HOLLMANMORRIS
karenarimuyalop,ClaudiaLopez
JudyZablehH,CeciliaLopezM
63Felixsilva,piedadcordoba
AnaBelenTeteG,ClaudiaLopez
MarianneSF16,ClaudiaLopez
williamZamora,ClaudiaLopez
Yodimo_Diaz,Darlingdiazd
JuliMovi,ClaudiaLopez
BEA_Candanga,Bea_Della
vanessag2101,ClaudiaLopez
samisanpa,ClaudiaLopez
pablovagliente,nicoavellaneda9
yosoyjo,ClaudiaLopez
C_csocial,ClaudiaLopez
carlosaray2005,AlaynLuis
MajocheMarie,TaniaGonzalezPs
TommYCastaneda,ClaudiaLopez
arnulfo65851305,ThaniaVegaCD
CatikON,ClaudiaLopez
77jaimetorres,ClaudiaLopez
elsamescobar,ClaudiaLopez
yastason,ClaudiaLopez
miguel_cuadros,ClaudiaLopez
GilO_14,ClaudiaLopez
sandmiranda06,SumateAlSi
luzofranco,lunadavid
franzpium,AramBarra
JHON_59286,ClaudiaLopez
la_arcadia_az,ClaudiaLopez
latropicaldeco2,ClaudiaLopez
Andres_Gotas,ClaudiaLopez
pcchavesv,ClaudiaLopez
lufez27,ClaudiaLopez
afsabagh,angelagarzonc
6Happymonty,ClaudiaLopez
andresargoty,CadenaGaitan
flower_andres,ID_AMS
eguinperez,Edson_Arias77
MaIsaArcila,guillerminamira
GonzaloAgudeloH,ZeaArturo
FaridVaca,OrgulloLGBT
eduardo_cavadia,ClaudiaLopez
yisel_so,ClaudiaLopez
maucasella,nicoavellaneda9
Pueblocomun8,CuliacanMorena
juanc_34,piedadcordoba
agrojemur,ThaniaVegaCD
anamerluque,piedadcordoba
WalterYimi,erodriguezngl
valebiott74,doris_gonzalez_
LaBebaCuza,ClaudiaLopez
EdisonSierra,anasil33
alegp1,ClaudiaLopez
pedronavajas51,ClaudiaLopez
maealpizar,LuchyRamirez01
eldiego900,ClaudiaLopez
JulianaVillegas,mclacouture
manupinedam,ClaudiaLopez
GheidyGallo,mclacouture
danihermosita94,alejaoficial
MariaUribe64,PachoSantosC
jsardilac,ClaudiaLopez
williamquezada7,andre_monita
gguatibonza,ClaudiaLopez
Edward_A_F_C,carosle
m_clem,rkrystalli
FLAKKOLOMBIA,PachoSantosC
yanethdiaz01,ClaudiaLopez
siddharth3,rkrystalli
adiazp9,ClaudiaLopez
DanieKripke,karinaortiz0123
AdrySerranoM,ZeaArturo
crodriguezf92,ClaudiaLopez
snegrito1,ClaudiaLopez
SergioUgalde_,teleSURtv
79_Juan_manuel,teleSURtv
juanfdelahoz,ClaudiaLopez
LewisMur,ClaudiaLopez
ecopibe,teleSURtv
pamemar1,teleSURtv
djmon_666,CunadoDeTuiter
Tanya6381,teleSURtv
ErazoCecilia,JaimenJS
elchovinista,ClaudiaLopez
DavilabPaula,ClaudiaLopez
CezSerrano,teleSURtv
ParqueTropa,teleSURtv
AndreaDiaz77,LuchyRamirez01
elizethguerrer1,teleSURtv
ReTwitStorm_esp,teleSURtv
Vivi0579,teleSURtv
ArcilaLaura,ClaudiaLopez
LaProfeCata,ClaudiaLopez
marinachacon7,teleSURtv
aleangyal97,ClaudiaLopez
wilivaldoGoyo,teleSURtv
MariaJoseUribeM,ClaudiaLopez
WalterYimi,Leiross91
blancaychayanne,piedadcordoba
BrunoPuglisi1,angelagarzonc
DROGADADELETRAS,ClaudiaLopez
McWordinson,rkrystalli
miweintraub83,rkrystalli
JaimeFromLA,Iadossa
clavel21030403,teleSURtv
danihermosita94,alejaoficial
IreneBernicia,_10kevin
lavozdelcarmen,ClaudiaLopez
Tingladoar,alderios11
jhonedy97,ClaudiaLopez
alexandrabco,ZeaArturo
JeCaRuSi,HFCardonaG
CesarRincon18,ClaudiaLopez
frenadeso,teleSURtv
NicolasMaduro,teleSURtv
navarroferrando,marthaepll
marieeberry,rkrystalli
danihermosita94,alejaoficial
Hugojrevolucion,teleSURtv
AlfredoACB,Alonso2005
Lili1422,teleSURtv
SilviaGomezCas,ClaudiaLopez
pilaricarueda,ClaudiaLopez
macepaba1,OsRivera26
984_luis,teleSURtv
eduardosme,teleSURtv
CsiPAOLA,ClaudiaLopez
me2021,teleSURtv
mcarpio_22,teleSURtv
ranoreishguter,sXXcambalache
ALEXPEZZZ,teleSURtv
ElcanoJuanse,teleSURtv
damnylinda,teleSURtv
LuisBelFon,ClaudiaLopez
dariopena1982,teleSURtv
TUPAMARO_MBI,teleSURtv
RosarioCherrera,RicardoGuanipa
RNCdeVenezuela,teleSURtv
juanjosegorrin,teleSURtv
fotoecocultura,teleSURtv
vasquez_2116,ClaudiaLopez
ContraGodarria,ClaudiaLopez
Hctorcorrea1,teleSURtv
luisrgamarra1,teleSURtv
grisilidis,teleSURtv
samuelarmin1,teleSURtv
ANGELGIRON87,teleSURtv
GrandLeonardo,teleSURtv
YgnaJBolivarOrg,teleSURtv
Marco_Cerdio,RicaurteIndira
navarroferrando,ClaudiaLopez
diana_jahel,ClaudiaLopez
hernandariohh,ClaudiaLopez
omararagonruiz,ClaudiaLopez
soniavcb28,ClaudiaLopez
Ak47TheLegend,UnoDe100000
MarthaIban,ClaudiaLopez
acepecumenica,C_Pueblos
RubenAguilar,RicaurteIndira
SierraJohnJairo,jjocampo_
GPSenmasl,ClaudiaLopez
SandraPachonM,FredyAnayaMar
litosam,CadenaGaitan
sofi_0802,MartinSantosR
eapedraza,ClaudiaLopez
JCJimenezBallen,ClaudiaLopez
JelenL,doris_gonzalez_
tavo6789,PachoSantosC
danihermosita94,alejaoficial
linda_molano,ClaudiaLopez
bvilma,doris_gonzalez_
SandraPachonM,FredyAnayaMar
alvarogranobles,GustavoBolivar
JanickReales,ClaudiaLopez
Unarevoltosamas,RicaurteIndira
JCRomeroHicks,RicaurteIndira
zigon74,Giobarison
davisosky,ClaudiaLopez
JCultraimage,bettycriticona
MrOjeras,ClaudiaLopez
piratoba,ClaudiaLopez
LuisE0314,ColombiaEnPaz5
hectorp905,ClaudiaLopez
Alexmm95,ClaudiaLopez
oopslarrysty,pekermansquadd
gusmontenegro,DaniSie
ciu7264,Ceroyalpuesto
juanpablocivil,angelagarzonc
GSemaili,tatianateleSUR
elkarmahallegad,HFCardonaG
brujulamagica,HFCardonaG
framericano2927,AmericanosFiel
MarianaBustos1,PachoSantosC
macdonal5,ClaudiaLopez
PiedaROD,PachoSantosC
LuisFerOrtizL,PachoSantosC
romaning091,PachoSantosC
SrTecnoTV,PachoSantosC
andrespaez2,PachoSantosC
Jescobar87,ClaudiaLopez
AlejandraGCGC,odeestudios
dtekii,ClaudiaLopez
JoseAMoncayoA,DaniSie
AYDAPONTE,jealvarezb343
danielbernalb,ClaudiaLopez
otraveznooooo,PachoSantosC
Marioll22,ClaudiaLopez
ivanchofg,Chepefermacias
FELIPEFERROPUIN,PachoSantosC
D1EGONZALEZ,ClaudiaLopez
alsanchez0414,PachoSantosC
monederof,PachoSantosC
caldanar,ClaudiaLopez
AndreaRojasRes,RicaurteIndira
motiurbina,PachoSantosC
juanlmera,Ceroyalpuesto
juanrestrepo717,mclacouture
LuzKarinaBarba,PachoSantosC
tibere57,ClaudiaLopez
CorbanTeague,PachoSantosC
chejuano,TaniaGonzalezPs
Macrispinto,LALITANENONANEZ
andrescesp,ClaudiaLopez
juan_goco,PachoSantosC
chapaleando,PachoSantosC
MEMARSI,PachoSantosC
CarlosIturra_,marceloalonsoh
fulltimepress16,PachoSantosC
glae359,PachoSantosC
caroninogomez,ClaudiaLopez
LeonImpaciente,PachoSantosC
Magazin930am,PachoSantosC
DianaCha922,esyaesahora
msvcomunicacion,PachoSantosC
Gito21,ClaudiaLopez
Reiniciarco,UP_Colombia
fabiancarmona23,iLosingMyGrip
josedavidnava20,piedadcordoba
defernandez915,PachoSantosC
LorenAndreaEP,ClaudiaLopez
Lore_Sues1208,PachoSantosC
Migueluchi06,PachoSantosC
leonardoagm,RicardoGuanipa
PaulaFlorianM,ClaudiaLopez
ChepaSerna,UP_Colombia
AySolangel,ScarlethMontA
CristianDavidV9,LondonoAnita
E57EBAN,ClaudiaLopez
YoFerrara,PachoSantosC
Nathagarciao,jjocampo_
fabianbp88,ClaudiaLopez
rocioromen,ClaudiaLopez
ROMEROjae,waltherconde
delarosab,CuliacanMorena
Karinakaypa,PachoSantosC
juanequijano,PachoSantosC
Josecamelo7,PachoSantosC
dgrados,paulacalderon7
MariaUribe64,TUITER11
JhojanaA,mariaduf
JCultraimage,josiasfiesco
Jhair_Orrego,ClaudiaLopez
garces2009,PachoSantosC
Felipelopezlo,DilianFrancisca
LauraGarciaMo,IgnacioQM
AnglicaSandov12,PachoSantosC
hergarco12,PachoSantosC
victorparra1936,freddier
palomeque_jaime,NidiaYadira
__Jennyy___,subcantante
edithDesub20141,DaniSie
Mari4ngelica,ClaudiaLopez
pycelecciones,gabrielboric
DiegoTuiran,ClaudiaLopez
Caropc18,ClaudiaLopez
HURACANADO,DaniSie
maitago,PachoSantosC
Sebas_Pinilla_M,ClaudiaLopez
Franciscoalbaca,TaniaGonzalezPs
sweet_craving_,ClaudiaLopez
AlexCG911,ClaudiaLopez
josecastano13,PachoSantosC
bertyguzer,PachoSantosC
Paulalopezk,ClaudiaLopez
bamadorchaljub,TUITER11
herneyxjennifer,ClaudiaLopez
julielondono,PachoSantosC
marioh_c,PachoSantosC
josepolanco10,bywordlight
giobarco,iLosingMyGrip
AmparoOrtegab,TUITER11
mrzea128,PachoSantosC
balmasedapupo,PachoSantosC
sebasxnco,ClaudiaLopez
evc132,GermanEspejo_
Monajaneth,PachoSantosC
JSchafer64,PachoSantosC
BurneoPatita,mamertoxdoquier
SebasMM17,ClaudiaLopez
sandra_monicas,pierrealee
alejoespitia,ClaudiaLopez
adriposadaa,PachoSantosC
YoCreoEnCol,AndresLozanoMkt
NoelbaCorrea,ClaudiaLopez
OscarIvanAraqu1,ClaudiaLopez
alemania001,santiagoospinat
MathaSolano,jjocampo_
pycelecciones,PachoSantosC
mafitaseba,ClaudiaLopez
marcaspri,ClaudiaLopez
numarodrigo,ClaraLopezObre
clark_k02,ClaudiaLopez
ClaraInesp,ClaudiaLopez
josebaleta,ClaudiaLopez
LDianavg,ClaudiaLopez
bolloloroso,TUITER11
CONTRERALILIA,piedadcordoba
derecholkr,ClaudiaLopez
manita_kapoor,rkrystalli
edoegas,angelagarzonc
SalomnM,PachoSantosC
CAMELOEDGAR,PachoSantosC
villaopinometro,ClaudiaLopez
nemahurtadoq,TUITER11
Ciudadanita,ClaudiaLopez
jaimesuescuntor,isabellaaaaaab
docmartinez7,Diyabla
Javserna,TUITER11
thelobox71,lavadupe
eliafaher,PachoSantosC
mcortescristo,TUITER11
LyaGonzalez1,OTDChile
antoniochica,ClaudiaLopez
sweetredbird,luisorlandopj
RoqueAGutierrez,ClaudiaLopez
cataly51,PachoSantosC
ClaudiaHelenaG1,PachoSantosC
luzmariazasu,PachoSantosC
astrosol1957,PachoSantosC
leymar79,ClaudiaLopez
LeoUribeC,ClaudiaLopez
LuisEdu620829,ClaudiaLopez
juan_avellaneda,PachoSantosC
SalazarJosema,PachoSantosC
FannyMercedes3,PachoSantosC
GiselaHenao,ClaudiaLopez
santana_mao,MartinSantosR
gloriarico13,ClaudiaLopez
DcaHernandezc,ClaudiaLopez
mundomontesdoca,AramBarra
carmencarrerom,TUITER11
nubgalvis10,sleono
mycriripa,Rozozam
rojasma1,PachoSantosC
masso_v,PachoSantosC
LuisfRd21,ClaudiaLopez
Javiermozocx,PachoSantosC
Isa15polania,ClaudiaLopez
Aleja_Calero,ClaudiaLopez
10MATTEO,PachoSantosC
jhenisandoval,FelipeC1901
camiloard,afsabagh
andresverhot,ClaudiaLopez
JCultraimage,PachoSantosC
balmarysol,piedadcordoba
FLAKKOLOMBIA,afsabagh
guillermo7183,PachoSantosC
oscarin100,yonyzealopez
JULITEOR,PachoSantosC
YVictoriaHC,ClaudiaLopez
juguinah,TUITER11
uridipe,PachoSantosC
Natyva00,PachoSantosC
Arrobanickname,TUITER11
NorelyE,jealvarezb343
CamiloAndresC,ClaudiaLopez
MartinJelsmaTNI,urusabo
tavo6789,afsabagh
FelipeMDrums,ClaudiaLopez
rey112573,PachoSantosC
santivalenci,ClaudiaLopez
DMarmolB,PachoSantosC
jose55dsl,GustavoBolivar
Martinez07Ma,PachoSantosC
paovergara697,PachoSantosC
Politicaenchis,RicaurteIndira
alejotissnesh,ClaudiaLopez
DanielJAD05,Alonso2005
JoseManchegoI,PachoSantosC
rios1xp1,PachoSantosC
brankamarijan,rkrystalli
friedenreichart,PachoSantosC
Lepetitejean,ClaudiaLopez
PowerUribista,Rozozam
mcatazp,MartinSantosR
mcatazp,TUITER11
dianadoor,ClaudiaLopez
camiloaristy6,PachoSantosC
panchofarina,C_Pueblos
jpaolaleone,PachoSantosC
pgor24,marceloalonsoh
CASTORFAVELO,cmbustamante
PartidoVerdeCoL,camiloromero
Yoryi28,camiloromero
hugogam,Karogomez_
MAJS1960,PachoSantosC
alfonsofn20,ClaudiaLopez
andrecjimenez,camiloromero
Mimehsis1,PachoSantosC
MestraAngela,PachoSantosC
pedrolortizc,DaniSie
RiveraNat,camiloromero
miguelita2009,NiniJohanaLora
juanmergesh,camiloromero
rafaelorozco40,camiloromero
mavana2,cmbustamante
CrisDelgadoA,camiloromero
olga_soy,doris_gonzalez_
NataliaTorresD,MCarolinaHoyosT
johanc_79,Team_AntiRojos
Denuncias_c,jairAmiroS
Flipperaruba,PachoSantosC
alvarinhead,ClaudiaLopez
inaki_rugby,urusabo
fdvilladac,camiloromero
Ragudelos,camiloromero
LauraJBonilla,camiloromero
AnaMiLanas,camiloromero
ideasKathy,ClaudiaLopez
FRestrepoG,pierrealee
camilo5780,PachoSantosC
lapiztool,camiloromero
EddyOlivella,Rozozam
Lufema1972,ClaudiaLopez
elizabethzamu12,camiloromero
vjcoguan,camiloromero
lpinzonb,Diyabla
StateOfCreep,MerasNalgas
cmariamm1,PachoSantosC
alifaxamaya,PachoSantosC
Johanamontaez2,FredyAnayaMar
yeferson8746,ClaudiaLopez
pablonav1,ronanburtenshaw
LeoRuizRodri,fzciudadana
85Poncho17,Diyabla
Pauyanez07,camiloromero
sergiotrujillo3,jjtrupe
Johanamontaez2,FredyAnayaMar
pachoaristi,Rozozam
diegocanasc,ClaudiaLopez
Pilica7,MOinternationa
JuanKGrajalesR,GustavoBolivar
RobotHome,natiibedoya
BrayanADelgadoC,camiloromero
Nathy__26,ClaudiaLopez
josue9087,ClaudiaLopez
NeiroGR,ClaudiaLopez
28Fcallejas1,PlataformaALTO
DaveLombana,ClaudiaLopez
nikitazzi,cmbustamante
CastellEd,PachoSantosC
YoliMuSan,C_Pueblos
edigonzavila,MelissaMtzP
mariagiraldo,josemarinogr
carolaycorredor,ClaudiaLopez
chavesrm,PachoSantosC
karenariza12,ClaudiaLopez
aoleasp,camiloromero
sofiabajaire,haydarmaria
jennyli11,DilianFrancisca
gojirajuan,camiloromero
DanielBetancur_,camiloromero
Julian1056,camiloromero
edigonzavila,MelissaMtzP
HectorFabioGa11,TUITER11
RenataMCortez,alejaoficial
RenataMCortez,alejaoficial
sharyossap,DaniSie
victor22vlc,CunadoDeTuiter
jesusbarrosh,PachoSantosC
valbetan,ClaudiaLopez
FranciscoRVilla,PachoSantosC
Adrianacelemin,ClaudiaLopez
DiegoTr48015443,PachoSantosC
mueveteloca,camiloromero
IngCzamora,ClaudiaLopez
TransXObjetivos,AliiKaetitian
angelagarzonc,PachoSantosC
lcmogollon,ClaudiaLopez
juanirosero,camiloromero
JosselinB,ClaudiaLopez
Roberto_Cq,Rozozam
gobnarino,camiloromero
TransXObjetivos,gislennez
LuciaEBaena,camiloromero
calevi1961,PachoSantosC
RiveraNicolasC,PachoSantosC
FabioFarroyave,DilianFrancisca
F_Urcunina,camiloromero
leadythvidales,ClaudiaLopez
gabrielaprada,ClaudiaLopez
Roberto_Cq,Rozozam
baltazar196825,CuliacanMorena
natiibedoya,arturrrito
CuliacanMorena,CuliacanMorena
OrtegaMarx,RicaurteIndira
jeimmyadrianan,ClaudiaLopez
ngelDamin2,TUITER11
almahotmailcom1,PachoSantosC
FabricioArnella,Movimiento138
balm777,camiloromero
l_castano1902,ClaudiaLopez
BeatrizBonillo,TaniaGonzalezPs
ChatoGCordero1,PachoSantosC
N_Raskolnikov,ClaudiaLopez
GatoCardona89,Gracienta26
Raizaeme,camiloromero
Jded_,ClaudiaLopez
JavierFerBernal,camiloromero
franko0_67,CuliacanMorena
dcardenasquint2,afvillamizar
GERARUEDA,ClaudiaLopez
carlosdiazdc,camiloromero
johanc_79,Team_AntiRojos
jamesarbelaez21,PachoSantosC
eguarinarenas,CeciliaLopezM
PiensoVivo,PachoSantosC
fecapegrama,ClaudiaLopez
alucopa,PachoSantosC
JAndresPerezO,camiloromero
felyamd,camiloromero
DavidCortesMI,Salamac
AndreaNoisyMind,ClaudiaLopez
Agonzape,ClaudiaLopez
JohannaEspana,camiloromero
reyespenaloza,PachoSantosC
camilotorres102,olmedolopezm
JuliRomax,camiloromero
omarhernang,saulcardozo
K_renAltamirano,ClaudiaLopez
A_Correa21,ClaudiaLopez
JonathanStidLop,subcantante
JonathanStidLop,DoctorKrapula
ladyburgosl,EmiLioJoseN
galvis2010,ClaudiaLopez
Leo09Luky,CuliacanMorena
angymarco,ClaudiaLopez
nando7bas,fzciudadana
neptunoopina,PachoSantosC
ynelida5,camiloromero
neptunoopina,PachoSantosC
Itsmysoulbitch,todoalnatural
leito_lee,ClaudiaLopez
margpere03,fundacoin1
adriana_mabell,Escritoor
MCLARENRCF1,CuliacanMorena
amelinjm,PachoSantosC
angelika_meza,camiloromero
GiordanoBrunoFi,upegui1617
alifaxamaya,DonDieguito
JPSanchez0514,paulacalderon7
nando7bas,fzciudadana
PabloVillalta1,camiloromero
silviauribec1,ClaudiaLopez
nando7bas,carlosecaicedo
lilyduclaud,ClaudiaLizaldi
Alansareagleeye,upegui1617
nando7bas,carlosecaicedo
artickmonkey505,juanjaramill0
HamilthonC,camiloromero
danizonperez,ClaraLopezObre
aristizabalbabi,PachoSantosC
MonroyUS,rtfmarquina
NefaGa25,Mr_atomo_
edigonzavila,MelissaMtzP
MarquezFunez,camiloromero
nanpantoja15,VerinnS
AntonioOikodomo,upegui1617
diegoamc123,PachoSantosC
LisBuQue,camiloromero
maclaufi,CuliacanMorena
jennyli11,KarolJForero
andresestsoto,PachoSantosC
SandyTori,ClaudiaLopez
L_RSTRP,nadienarciso
MHOYOS333,MmRafaela
jucazaron,ClaudiaLopez
waltermunevar,Mr_atomo_
69_Uroboros,ClaudiaLopez
GermanDuqueB,ClaudiaLopez
CelenaR7,Rozozam
Lilianamaguti,camiloromero
diglop07,camiloromero
balm777,upegui1617
docmartinez7,MelissaMtzP
LoRojas5,ClaudiaLopez
docmartinez7,MelissaMtzP
Shapawini,MerasNalgas
helizada,NicOcampo20
herrerarima,ClaudiaLopez
armandos,camiloromero
manuel_duarte12,PachoSantosC
MelissaMtzP,MelissaMtzP
MelissaMtzP,MelissaMtzP
fgarro2,PachoSantosC
JAHCotrina,RedObservadores
sassiness_cx,ClaudiaLopez
AnasofiSan,JosueFGutierrez
LuzGuerrera2021,Guerrilla4Feb
sanchez_med,Augusto_Posada
EmersonCanas23,carlosecaicedo
semclareza,ClaudiaLopez
lerpez,upegui1617
Vladymedina1,forotw
DelvastoGustavo,ClaudiaLopez
lisaa_aranda,whoyouunotme
23ALZAT,upegui1617
FIRR1126,ClaudiaLopez
AnaMari44701815,SaydYamel
marcelona21,NiniJohanaLora
andrutoy,PachoSantosC
CaroCiao,ronanburtenshaw
aliciaespinosah,arturrrito
MartinGarcua,PachoSantosC
anitammus,ClaudiaLopez
jeroco35,camiloromero
majologa07,PachoSantosC
carlosSotelo888,piedadcordoba
lunarickm,r_Montenegro
PaulaJaraPTA,ClaudiaLopez
hernansalce,ClaudiaLopez
jose_sito_,ClaudiaLopez
cuco20223,natiibedoya
YaoMedinaMar,YaoMedinaMar
Antoniacast,mclacouture
RODA1117,arturrrito
jjiimmoo88,CuliacanMorena
carlosSotelo888,piedadcordoba
escobar_abogado,camiloromero
marcelalzat29,ClaudiaLopez
GLORIAEDITHANGE,PachoSantosC
DaniSie,camiloromero
MonroyUS,arturrrito
garo1025,carlosecaicedo
1139dani,SaidaSandra
VeniParchate,estebansiman
CDD_Colombia,rmjcolombia
jacportaldivino,pazsiempreboy
fresita410,Hernan_MirandaA
HernanChelo,arturrrito
NayibGarreta,camiloromero
strid6,sergycontreras
torrestelesforo,camiloromero
Martaclondono,_carlosduque
VANESINUANA,PachoSantosC
PaolaAndreaO1,ClaudiaLopez
_Laura_Campos_,subcantante
Klich001,forotw
quinchamoreno,jnn59
NgelDominguez,Movimiento138
jades77777,ClaudiaLopez
CamiloGO1993,ClaudiaLopez
enriqueXIX,PachoSantosC
rodrigoandresr2,ClaudiaLopez
AuroraBurgos4,PachoSantosC
oveidaprm,camiloromero
ELIASBEAUCHAMP,PachoSantosC
viniosi,ivanchosanchez
valengaleanos,DanielCaderonL
albevas,ClaudiaLopez
YaoMedinaMar,ClaraLopezObre
LaMariArdila,rmjcolombia
jpablo1078,PachoSantosC
jorgeagroin,camiloromero
diegopfaff,natiibedoya
DelgadoRuiz_,ClaudiaLopez
Frilope,ALVAROHPRADA
KARANDREZ,yonaytu
DIAPOLA,natiibedoya
alfonsorolfe,piedadcordoba
LlegoEl_Momento,upegui1617
edigonzavila,MelissaMtzP
David_Escobxr,ClaudiaLopez
LisandroAlgterr,CuliacanMorena
DJVictorAcosta_,ClaudiaLopez
PuertoSoraya,camiloromero
manuelapesca,camiloromero
jesusgoba,PachoSantosC
NickDenali,ClaudiaLopez
MISAELHEREDIA,PachoSantosC
Johanna95622762,mrafael70
LauAnimal,C_Pueblos
optimista2015,PachoSantosC
Johanna95622762,mrafael70
PilarGamboa51,CeciliaLopezM
FannyMacuco,PachoSantosC
GPATTYVT,marthamoyita
FannyMacuco,PachoSantosC
scarrillo1962,ClaudiaLopez
palenisj,ClaudiaLopez
carlos12543857,CuliacanMorena
glonema,natiibedoya
Deidamiapiensa,OscarG_Sanchez
dicep16,soyjuanctorres
EducapazColomb,OscarG_Sanchez
jorgeortega777,iLosingMyGrip
oswfernandez,JadrianaEsparza
karinavnarvaez,estebansiman
cande1456,camiloromero
LaPrensaWeb,LaPrensaWeb
luchovar653,upegui1617
FelipeArias_7,ElkinDlr
lulinchis,CPDHColombia
Jacquesdmolai,natiibedoya
tinvalientepaz,PachoSantosC
DoraLuzGutierr1,camiloromero
jurumo,marthamoyita
jhoanemilio,camiloromero
andregomur,ClaudiaLopez
ronaldrpallares,OscarG_Sanchez
AndreezSalas,camiloromero
Conchi35569308,PachoSantosC
oldlewis60,Team_AntiRojos
blancanieves80s,LinaSamanta
RigobertoPalomi,natiibedoya
CristbalVargas3,EstebanJArcila
Gabrieljpv,PachoSantosC
CristbalVargas3,UP_Colombia
CristbalVargas3,Jorgebta
CristbalVargas3,HOLLMANMORRIS
CristbalVargas3,UP_Colombia
Graciasxelfuego,Bea_Della
CristbalVargas3,MartinSantosR
jorjota,PachoSantosC
CristbalVargas3,LuchoJacobsen
manaio64,PachoSantosC
CristbalVargas3,Maorodriguezgon
claudiagcbell,PachoSantosC
CristbalVargas3,MauricioCard
CristbalVargas3,cesarfloreza
EDGARALFUCA,PachoSantosC
jjuezn,ClaudiaLopez
CristbalVargas3,Jorgebta
berriomario,ClaudiaLopez
amparomeza,PachoSantosC
NANACHAGU,natiibedoya
48Yadiracortez,piedadcordoba
NANACHAGU,luispuyana
_MariianaCrespo,estebansiman
Patrici89330397,camiloromero
rubenmontoyag,ClaudiaLopez
felipequirozh,ClaudiaLopez
Alejaherrera01,ClaudiaLopez
sandoval_elina,PachoSantosC
CristbalVargas3,marchapatriota
castao_leal,luispuyana
jairogarciacol,OscarG_Sanchez
EdwinRicoG,PachoSantosC
marthamoyita,natiibedoya
juangar52876233,ClaudiaLopez
NonoyCabal1,DilianFrancisca
hdhenao22,natiibedoya
Mateo_molano,DonSebastianR
QuinDianiita,camiloromero
dwatchnews,womenslink
cimfe,ClaudiaLopez
ckamirg,OscarG_Sanchez
cachi_fo,PachoSantosC
ColombiaSangra,rtfmarquina
